draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
53,350,0.549419,0.484921,0.409193,0.434085,0.533385,0.644899,0.579893,0.625232,0.917928,0.637024,0.529618,0.505167,0.681711,0.518148,0.359597,0.545557,0.427014,0.458207,0.441968,0.453864,0.628645,0.65928,0.555125,0.555045,0.51647,0.427849,0.460306,0.40851,0.543768,0.370715,0.420704,0.531878,0.617313,0.50427,0.495995,0.629476,0.447759,0.393068,0.584601,0.550056,0.644336,0.436943,0.413002,0.45367,0.448873,0.410727,0.560274,0.655528,0.578326,0.51943,0.330306,0.327482
54,407,0.58088,0.485653,0.444032,0.466727,0.520322,0.684306,0.613146,0.632948,0.929203,0.688063,0.502982,0.524725,0.721285,0.471235,0.411844,0.570355,0.452772,0.470743,0.417876,0.488753,0.706805,0.701134,0.610909,0.543579,0.566308,0.511214,0.455205,0.499298,0.518813,0.406278,0.476495,0.605523,0.67302,0.582296,0.593695,0.673363,0.474475,0.451215,0.585131,0.556073,0.650925,0.53274,0.455406,0.423897,0.507523,0.473018,0.608593,0.692786,0.648217,0.540363,0.359401,0.34588
55,394,0.54689,0.492457,0.401095,0.389902,0.519637,0.648677,0.568252,0.652581,0.920096,0.669124,0.536621,0.501466,0.659797,0.536587,0.364109,0.621845,0.468926,0.461499,0.450563,0.422296,0.707056,0.674491,0.559424,0.57134,0.558005,0.430494,0.432554,0.443684,0.533217,0.394908,0.422692,0.568675,0.616482,0.56042,0.543321,0.625628,0.494439,0.381195,0.612178,0.53818,0.696932,0.439205,0.429,0.428853,0.506731,0.417048,0.535172,0.67434,0.643468,0.50866,0.390193,0.328157
56,420,0.573277,0.468199,0.4413,0.466746,0.510385,0.692789,0.629148,0.632312,0.933038,0.653051,0.519727,0.538995,0.734142,0.486453,0.416637,0.617126,0.486826,0.493238,0.408798,0.469368,0.705701,0.677134,0.618791,0.569681,0.539966,0.499806,0.490521,0.492106,0.521896,0.42073,0.501589,0.571413,0.660627,0.54284,0.560863,0.696238,0.52518,0.466182,0.558742,0.554393,0.657477,0.550379,0.418587,0.445999,0.51211,0.449956,0.587078,0.685448,0.617518,0.578381,0.370942,0.309671
57,327,0.536229,0.414957,0.406121,0.401106,0.523859,0.602266,0.555225,0.631754,0.911436,0.637358,0.497598,0.513457,0.631765,0.522414,0.35208,0.564535,0.422967,0.415886,0.402156,0.431621,0.706381,0.66848,0.565171,0.52247,0.547564,0.460704,0.408889,0.422281,0.525453,0.355585,0.429391,0.563308,0.591913,0.564618,0.517859,0.626688,0.47961,0.345981,0.632484,0.515722,0.66354,0.457485,0.435275,0.393972,0.493292,0.407876,0.543036,0.682222,0.605597,0.512729,0.352967,0.328452
58,429,0.557096,0.46307,0.457485,0.415241,0.546215,0.657942,0.597477,0.688097,0.932823,0.643734,0.547586,0.538597,0.701035,0.547412,0.422536,0.606663,0.469833,0.496728,0.445395,0.50233,0.757758,0.686189,0.621019,0.559492,0.58356,0.479563,0.426785,0.45264,0.576242,0.392019,0.466867,0.583103,0.63256,0.576948,0.564764,0.659361,0.548362,0.396043,0.632967,0.556444,0.739158,0.525537,0.455012,0.473116,0.519496,0.451458,0.621984,0.714426,0.607447,0.573862,0.391628,0.340283
59,315,0.5392,0.482243,0.40841,0.443356,0.522183,0.662432,0.598263,0.620125,0.90773,0.68996,0.501923,0.516633,0.623345,0.448242,0.39558,0.575172,0.42315,0.420239,0.411374,0.464741,0.638651,0.684328,0.559157,0.513142,0.528913,0.459122,0.483653,0.406778,0.483113,0.41408,0.444181,0.568241,0.622764,0.541967,0.518204,0.665883,0.457301,0.430456,0.584231,0.496734,0.637272,0.43699,0.436573,0.421744,0.474747,0.440965,0.565039,0.69444,0.614569,0.555408,0.332706,0.293546
60,277,0.518721,0.404523,0.371794,0.357706,0.478354,0.593649,0.496833,0.611921,0.916562,0.597546,0.47241,0.45932,0.696427,0.517228,0.38082,0.572371,0.44383,0.426484,0.368902,0.39233,0.712081,0.604398,0.534483,0.523352,0.512456,0.431186,0.358941,0.427307,0.517923,0.32418,0.418771,0.499629,0.564023,0.519514,0.524418,0.603499,0.496852,0.338309,0.564502,0.530402,0.621845,0.453495,0.394366,0.364766,0.466168,0.359651,0.511191,0.614903,0.577087,0.490672,0.343213,0.320553
61,301,0.528574,0.477193,0.364063,0.357466,0.520588,0.613884,0.562751,0.62198,0.912098,0.600634,0.49833,0.461674,0.704877,0.520669,0.385042,0.597139,0.452766,0.451292,0.379526,0.398707,0.697254,0.605639,0.521461,0.558538,0.533417,0.45147,0.369683,0.465856,0.528228,0.343342,0.412078,0.507136,0.584437,0.524558,0.544875,0.642419,0.488091,0.350969,0.572533,0.522582,0.613123,0.455722,0.434045,0.377216,0.490842,0.390052,0.538062,0.596587,0.572794,0.489615,0.364496,0.342904
62,259,0.509238,0.377899,0.384933,0.344619,0.485167,0.559951,0.508255,0.585668,0.905119,0.557295,0.47034,0.469845,0.612014,0.48474,0.308477,0.556104,0.428716,0.452269,0.361544,0.375324,0.672986,0.575317,0.526569,0.542657,0.50699,0.435991,0.362096,0.406483,0.501189,0.375029,0.368281,0.483197,0.598892,0.499975,0.486168,0.617459,0.456008,0.371742,0.526415,0.459101,0.613349,0.444526,0.38322,0.368877,0.48575,0.362689,0.508178,0.560569,0.538088,0.503282,0.329167,0.273456
63,368,0.534708,0.498236,0.423666,0.466782,0.551196,0.709965,0.603682,0.667891,0.933385,0.700002,0.523423,0.515517,0.740192,0.485986,0.431082,0.583459,0.459684,0.436197,0.445756,0.487508,0.701146,0.7123,0.584584,0.529763,0.561229,0.477969,0.47392,0.435966,0.546986,0.395546,0.497631,0.617873,0.630855,0.562447,0.556051,0.656105,0.513689,0.374304,0.655727,0.591308,0.684808,0.474766,0.437337,0.432413,0.491919,0.461754,0.580577,0.724087,0.619613,0.546621,0.376818,0.335769
64,231,0.523415,0.380439,0.380188,0.350005,0.505634,0.582609,0.518846,0.585365,0.910479,0.593621,0.471568,0.467387,0.615486,0.496373,0.348058,0.569041,0.386956,0.401571,0.346509,0.369763,0.661596,0.59633100000000006,0.547994,0.500877,0.483782,0.395406,0.39349,0.401194,0.4473,0.351286,0.399467,0.520583,0.579888,0.502405,0.469708,0.589212,0.41989,0.381864,0.511222,0.467238,0.637477,0.433897,0.400352,0.379652,0.398656,0.379404,0.469922,0.61616,0.565072,0.487589,0.348098,0.236457
65,368,0.555063,0.491935,0.414489,0.457268,0.519045,0.683568,0.601128,0.577948,0.923356,0.657045,0.501763,0.516048,0.680409,0.46082,0.383592,0.529651,0.460177,0.463944,0.46221,0.455348,0.68294,0.716796,0.539791,0.531221,0.538917,0.489548,0.443408,0.430313,0.562543,0.399774,0.462219,0.530115,0.614619,0.576492,0.553244,0.65205,0.514934,0.399858,0.599115,0.553732,0.680642,0.460566,0.401837,0.421261,0.492203,0.423167,0.582099,0.67071,0.600085,0.527272,0.36892200000000003,0.323773
66,379,0.540726,0.446675,0.45068,0.476983,0.528922,0.66283,0.587602,0.636412,0.914084,0.636796,0.520856,0.53419,0.708936,0.515521,0.39895,0.644617,0.455255,0.472606,0.413423,0.454901,0.712202,0.59394,0.601437,0.552225,0.583405,0.460667,0.43941,0.467422,0.496683,0.424741,0.462841,0.588431,0.598965,0.569204,0.528793,0.690056,0.473565,0.407311,0.625729,0.530953,0.661481,0.476703,0.474653,0.463624,0.513267,0.440995,0.603353,0.67361,0.650797,0.585637,0.377067,0.321898
67,424,0.571695,0.515288,0.422194,0.434982,0.547424,0.649971,0.599976,0.660052,0.933181,0.684122,0.56556,0.537514,0.663628,0.507614,0.393952,0.568898,0.478158,0.471056,0.493065,0.488401,0.672321,0.723956,0.559343,0.559223,0.549362,0.489531,0.458732,0.441372,0.5865,0.389181,0.468727,0.583457,0.661145,0.552848,0.542359,0.645917,0.527644,0.440183,0.603428,0.55499,0.682871,0.513077,0.421409,0.41781,0.52374,0.42161,0.583456,0.686078,0.574502,0.554533,0.376061,0.319353
68,377,0.554414,0.43196,0.426772,0.467062,0.547384,0.638218,0.579421,0.657423,0.924755,0.650366,0.513817,0.560561,0.670302,0.512872,0.393432,0.622363,0.427497,0.470288,0.406322,0.412777,0.747744,0.652828,0.613532,0.57727,0.581175,0.466864,0.432742,0.448155,0.51124,0.431506,0.457107,0.55275,0.642019,0.558705,0.554,0.687693,0.500928,0.395731,0.602008,0.566806,0.693664,0.475742,0.507888,0.437,0.480666,0.426242,0.599543,0.665215,0.656202,0.537747,0.378771,0.300387
69,352,0.539114,0.481702,0.428342,0.384235,0.500927,0.663076,0.572063,0.627026,0.908725,0.642562,0.52439,0.482461,0.701121,0.486925,0.392577,0.580311,0.473067,0.474964,0.410081,0.482985,0.6597,0.651248,0.556607,0.525816,0.526956,0.43335,0.449636,0.441011,0.549614,0.33914299999999997,0.439561,0.586763,0.63696,0.540076,0.535428,0.61765,0.490466,0.422498,0.588844,0.496445,0.609133,0.45811,0.378895,0.427954,0.506172,0.409167,0.536151,0.691293,0.577492,0.580682,0.324578,0.35679
70,303,0.542122,0.474473,0.42975,0.386444,0.499527,0.657794,0.569634,0.610356,0.90631,0.631077,0.515032,0.48428,0.701087,0.488037,0.391522,0.58403,0.472247,0.477854,0.402632,0.479472,0.66361,0.658456,0.547149,0.528585,0.529089,0.453123,0.452325,0.440085,0.54713,0.35136,0.439278,0.583693,0.638408,0.547768,0.528092,0.622326,0.491237,0.422925,0.580102,0.490833,0.606491,0.453363,0.394937,0.427451,0.499632,0.412487,0.533445,0.688815,0.589103,0.588608,0.335248,0.35614
71,348,0.546328,0.493659,0.439179,0.39504,0.513803,0.640967,0.593884,0.609669,0.917371,0.647431,0.501201,0.550956,0.699285,0.522156,0.38134,0.58098,0.460632,0.499345,0.428136,0.477664,0.673392,0.683002,0.569892,0.492653,0.592253,0.52578,0.446259,0.472584,0.529815,0.421953,0.462543,0.5863,0.617827,0.53684,0.5701,0.646574,0.519437,0.387508,0.575002,0.495426,0.633785,0.459875,0.409586,0.438803,0.485693,0.423126,0.549557,0.667562,0.606154,0.595223,0.369223,0.321235
72,388,0.536405,0.461717,0.419698,0.468338,0.505251,0.665505,0.549958,0.639536,0.927758,0.639289,0.544128,0.506056,0.696404,0.482932,0.381685,0.626999,0.444304,0.403379,0.421275,0.477587,0.719153,0.656268,0.553503,0.571708,0.515681,0.415046,0.446746,0.443293,0.523612,0.369179,0.440676,0.520834,0.635045,0.563653,0.507316,0.659611,0.457387,0.413365,0.594712,0.578647,0.687335,0.496471,0.457066,0.454629,0.513931,0.422961,0.586231,0.66743,0.63752,0.500582,0.357485,0.324171
73,390,0.562223,0.454698,0.424484,0.39292,0.551935,0.675107,0.599977,0.636401,0.916138,0.673239,0.523994,0.503201,0.694373,0.535202,0.363638,0.571022,0.476975,0.503945,0.424094,0.44302,0.682037,0.689872,0.590939,0.516142,0.586839,0.517178,0.436779,0.486192,0.548849,0.416238,0.470728,0.600436,0.60197,0.543996,0.55568,0.642751,0.551652,0.412692,0.594915,0.505248,0.651228,0.476097,0.402967,0.43665,0.471098,0.423797,0.554745,0.681252,0.570832,0.593603,0.362623,0.330052
74,313,0.545752,0.46737,0.417814,0.383913,0.514623,0.665131,0.60039,0.627579,0.926691,0.641597,0.464069,0.476153,0.678893,0.454274,0.392072,0.606904,0.417854,0.425872,0.423066,0.393894,0.662141,0.666616,0.586577,0.518694,0.503534,0.445772,0.394193,0.461381,0.502284,0.35871,0.467533,0.537805,0.639227,0.605342,0.510067,0.685131,0.523537,0.421253,0.599861,0.540787,0.646582,0.446879,0.437184,0.397957,0.490498,0.42781,0.530162,0.643224,0.59351,0.492391,0.377063,0.300979
75,284,0.539609,0.460131,0.384933,0.370197,0.521789,0.623248,0.571903,0.611458,0.921711,0.663963,0.460312,0.459995,0.630472,0.45133,0.37941,0.601108,0.436123,0.434275,0.395463,0.357853,0.670743,0.630896,0.541393,0.506322,0.520175,0.457357,0.400177,0.447341,0.460858,0.361584,0.450128,0.525982,0.615889,0.569639,0.492608,0.663319,0.49285,0.401603,0.577304,0.52833,0.634683,0.44851799999999997,0.407115,0.432918,0.451963,0.40245,0.526154,0.659352,0.593865,0.505124,0.369169,0.289335
76,415,0.571588,0.477093,0.426449,0.419727,0.537467,0.705401,0.564268,0.628567,0.942804,0.658048,0.54258,0.525861,0.680924,0.544179,0.398134,0.610212,0.476521,0.48816,0.466781,0.48643,0.723701,0.713694,0.55986,0.507662,0.546837,0.468999,0.487494,0.519443,0.548705,0.388602,0.469068,0.596378,0.625005,0.563463,0.570967,0.682936,0.539552,0.38491,0.609583,0.568053,0.69036,0.472618,0.403382,0.439537,0.515523,0.424262,0.562909,0.689654,0.621182,0.507999,0.351512,0.320505
77,425,0.575702,0.478184,0.444797,0.454953,0.545732,0.689309,0.584056,0.633771,0.934169,0.671667,0.540023,0.530892,0.686866,0.531871,0.418148,0.63111,0.465335,0.487589,0.479626,0.489018,0.70871,0.698322,0.564763,0.542392,0.546534,0.504574,0.488342,0.514833,0.538354,0.400831,0.474993,0.582142,0.630397,0.563605,0.548147,0.68388,0.526625,0.406961,0.618923,0.556835,0.690366,0.495732,0.408806,0.44267,0.506872,0.412986,0.56495,0.691546,0.60122,0.515096,0.393672,0.319912
78,446,0.580784,0.529972,0.414602,0.436399,0.571305,0.727882,0.630363,0.650542,0.933245,0.681751,0.500412,0.532214,0.743234,0.526421,0.424573,0.602647,0.522136,0.488941,0.474476,0.481399,0.705203,0.719858,0.566581,0.562792,0.59771,0.481487,0.478204,0.477898,0.5688,0.408926,0.523533,0.583142,0.628508,0.52702,0.579763,0.716053,0.517591,0.415807,0.62977,0.562211,0.697858,0.500351,0.431839,0.432468,0.508295,0.51529,0.586344,0.677985,0.654767,0.576147,0.394816,0.364885
79,263,0.516371,0.393673,0.421643,0.391591,0.481231,0.587855,0.525333,0.583251,0.911966,0.635703,0.485584,0.48257100000000003,0.643668,0.469822,0.360499,0.588283,0.396439,0.409942,0.401953,0.411489,0.682465,0.626797,0.579534,0.49732,0.507848,0.432343,0.413305,0.409673,0.485233,0.354814,0.39302,0.524149,0.610127,0.56699,0.507002,0.590914,0.469209,0.387615,0.553872,0.512511,0.606505,0.427298,0.429744,0.441223,0.497923,0.345242,0.538796,0.666707,0.565715,0.505401,0.323094,0.28777199999999997
80,376,0.557271,0.493366,0.426419,0.431303,0.523525,0.695321,0.600947,0.682591,0.915224,0.661002,0.511007,0.545438,0.690112,0.518281,0.419432,0.590329,0.505875,0.469916,0.44336,0.463526,0.696567,0.683991,0.549313,0.563807,0.573476,0.475432,0.463392,0.473263,0.54322,0.403766,0.485987,0.583833,0.637757,0.523035,0.57678,0.704171,0.497774,0.399876,0.642532,0.548315,0.685858,0.521543,0.426186,0.412146,0.486004,0.474044,0.587424,0.709633,0.626801,0.576705,0.39332,0.352372
81,328,0.537887,0.420127,0.390332,0.411838,0.53615,0.617712,0.553199,0.606453,0.930278,0.639004,0.51648,0.477755,0.675137,0.493184,0.362665,0.602912,0.421743,0.421522,0.409039,0.452244,0.683877,0.657721,0.590656,0.535851,0.531971,0.433287,0.411588,0.405303,0.502258,0.374629,0.41806,0.538566,0.636991,0.570957,0.497768,0.619219,0.483144,0.412093,0.565954,0.537652,0.641927,0.451951,0.451992,0.434015,0.480218,0.370862,0.540702,0.666856,0.581294,0.508179,0.329903,0.283975
82,319,0.540963,0.432611,0.386585,0.39747,0.531873,0.634386,0.562002,0.608977,0.931035,0.65277,0.52232,0.466602,0.703395,0.4943,0.342516,0.589796,0.440021,0.427306,0.402998,0.450087,0.701373,0.674681,0.578009,0.514023,0.543401,0.441863,0.413002,0.402099,0.490613,0.357462,0.40842,0.526229,0.643533,0.55532,0.525433,0.647193,0.498375,0.381112,0.577862,0.561292,0.648113,0.483394,0.438606,0.431088,0.470321,0.371416,0.524551,0.682545,0.570699,0.521534,0.333011,0.292888
83,324,0.536693,0.459762,0.43144,0.422696,0.531276,0.648489,0.615382,0.599566,0.901642,0.618976,0.481505,0.51618,0.675387,0.479536,0.392794,0.57687,0.405638,0.456985,0.385525,0.417476,0.670608,0.638453,0.541273,0.537224,0.546679,0.452338,0.413424,0.397111,0.490881,0.378914,0.476781,0.560453,0.545938,0.510083,0.530116,0.641199,0.500432,0.396599,0.589176,0.513168,0.636581,0.424235,0.429919,0.392022,0.451811,0.465984,0.544463,0.660866,0.655435,0.537719,0.33547,0.302025
84,274,0.534997,0.4555,0.413346,0.373221,0.497693,0.637933,0.544888,0.618198,0.911924,0.643675,0.452531,0.488156,0.646233,0.413288,0.389137,0.594099,0.386324,0.386714,0.435158,0.410855,0.637712,0.62917,0.545661,0.470871,0.539436,0.427768,0.421952,0.471948,0.509982,0.337733,0.413559,0.459064,0.58081,0.549585,0.543783,0.632442,0.441921,0.387583,0.552024,0.501023,0.630974,0.443414,0.378417,0.423358,0.474542,0.413094,0.542893,0.645394,0.549319,0.525891,0.330361,0.292952
85,438,0.573596,0.48744,0.459722,0.462612,0.557756,0.672248,0.629917,0.652013,0.930002,0.68268,0.566614,0.515043,0.715768,0.544187,0.394054,0.601502,0.530115,0.525986,0.446427,0.492788,0.728659,0.712285,0.617073,0.571641,0.5651,0.497811,0.444266,0.426327,0.532066,0.430804,0.476305,0.63521,0.65818,0.573888,0.558171,0.678741,0.565306,0.415143,0.662445,0.572306,0.663007,0.514697,0.475746,0.442689,0.504929,0.435138,0.609445,0.739233,0.65349,0.561721,0.414278,0.364215
86,290,0.538455,0.460954,0.402902,0.408461,0.484015,0.674717,0.526447,0.605794,0.911649,0.657847,0.469812,0.471137,0.629806,0.497329,0.363287,0.609117,0.387463,0.403677,0.431625,0.415948,0.640079,0.630643,0.550617,0.523184,0.557096,0.453318,0.444207,0.465342,0.525596,0.407295,0.423824,0.477366,0.606243,0.549633,0.539783,0.609268,0.47263,0.424311,0.586572,0.500897,0.634337,0.464217,0.430556,0.426812,0.470733,0.415031,0.554921,0.595583,0.600557,0.520763,0.312319,0.283135
87,323,0.526291,0.439523,0.420651,0.411619,0.488468,0.6253,0.572092,0.58243,0.904446,0.648059,0.519148,0.499282,0.645325,0.493316,0.364292,0.57594,0.440707,0.454584,0.432365,0.450102,0.663125,0.630587,0.568744,0.536119,0.527975,0.46435,0.411068,0.43448,0.552069,0.381301,0.466195,0.559092,0.605818,0.535112,0.501247,0.636934,0.461033,0.416247,0.618845,0.538096,0.633917,0.484201,0.430923,0.418885,0.489472,0.427872,0.53132,0.663755,0.632797,0.533031,0.353596,0.278518
88,278,0.533975,0.466368,0.433197,0.405716,0.507747,0.654055,0.541298,0.632414,0.919057,0.609678,0.480905,0.514138,0.680339,0.525191,0.383779,0.559191,0.414641,0.412946,0.402643,0.425417,0.692541,0.678287,0.549803,0.51521,0.526071,0.407745,0.443789,0.374934,0.457604,0.36005,0.446912,0.491013,0.618385,0.527612,0.572033,0.645874,0.459565,0.35168,0.566931,0.499428,0.649056,0.454428,0.441014,0.375656,0.456178,0.424542,0.534412,0.699327,0.568037,0.468481,0.346842,0.281395
89,388,0.555577,0.420432,0.418412,0.407268,0.504751,0.656057,0.568545,0.621753,0.9102,0.637278,0.545594,0.493498,0.682434,0.540543,0.374173,0.593859,0.433136,0.441315,0.420104,0.454748,0.677566,0.640752,0.584096,0.557433,0.531499,0.500424,0.423487,0.462217,0.548859,0.369382,0.467164,0.590736,0.654262,0.545259,0.520087,0.668278,0.490878,0.435684,0.550311,0.524811,0.68013,0.463356,0.445091,0.424901,0.503608,0.417183,0.583535,0.695478,0.615535,0.549928,0.395456,0.322238
90,306,0.534263,0.456099,0.396232,0.404496,0.533041,0.613882,0.562644,0.636857,0.928295,0.656168,0.462452,0.5082,0.689345,0.453198,0.392904,0.58626,0.45882,0.453828,0.406688,0.43017,0.680902,0.661289,0.529507,0.5029,0.528849,0.42156,0.422798,0.410203,0.491923,0.408055,0.43318,0.535076,0.578708,0.564565,0.555552,0.619497,0.475996,0.370545,0.617173,0.526806,0.636224,0.470419,0.400415,0.44232,0.467639,0.397469,0.543275,0.655113,0.590131,0.533041,0.317579,0.324006
91,334,0.539497,0.445632,0.436099,0.407125,0.503058,0.67178,0.558882,0.603074,0.913525,0.612949,0.527466,0.495932,0.660408,0.523779,0.36834,0.577558,0.410331,0.43435,0.383866,0.427572,0.689737,0.654717,0.567651,0.548331,0.537604,0.435813,0.449759,0.443049,0.541454,0.350238,0.428136,0.540708,0.653848,0.519237,0.482401,0.661024,0.476369,0.387983,0.573613,0.528793,0.680076,0.47121,0.451279,0.410587,0.477315,0.426683,0.566293,0.67701,0.600832,0.545113,0.361237,0.29309
92,332,0.525944,0.431089,0.427407,0.358378,0.523025,0.667241,0.568227,0.563233,0.919752,0.627555,0.496089,0.457627,0.679366,0.498271,0.375916,0.595585,0.438334,0.459473,0.410481,0.386125,0.665736,0.637348,0.536773,0.515935,0.553697,0.456066,0.429589,0.438051,0.518342,0.333123,0.482803,0.536759,0.598553,0.515248,0.539617,0.660552,0.501211,0.349919,0.579304,0.544182,0.668328,0.502445,0.426831,0.393694,0.48223,0.406426,0.545489,0.666724,0.609681,0.521078,0.316337,0.307542
93,394,0.546859,0.457136,0.404346,0.46093,0.525357,0.630113,0.567292,0.673368,0.917144,0.670974,0.523991,0.550532,0.669053,0.500069,0.373948,0.593888,0.452503,0.455044,0.4418,0.435009,0.710825,0.66647,0.585535,0.576461,0.532445,0.460671,0.449085,0.424363,0.508716,0.421055,0.422834,0.552359,0.632987,0.567654,0.50211,0.619948,0.481284,0.430734,0.607755,0.511586,0.620032,0.43254,0.422529,0.417833,0.507888,0.430758,0.588823,0.69398,0.5923,0.527197,0.396886,0.347575
94,402,0.565001,0.456767,0.41322,0.460573,0.538271,0.652341,0.578528,0.676426,0.920401,0.683261,0.544684,0.562643,0.73558,0.504091,0.434316,0.61622,0.436167,0.517473,0.421184,0.449136,0.720952,0.643595,0.554599,0.522195,0.578764,0.534736,0.483139,0.48137,0.540177,0.41826,0.457721,0.588346,0.614023,0.589137,0.580259,0.63935,0.539417,0.403978,0.639693,0.56908,0.678039,0.525772,0.501073,0.499743,0.499621,0.417195,0.586398,0.663118,0.652149,0.565281,0.376952,0.384434
95,421,0.57204,0.441844,0.438916,0.441385,0.556072,0.682901,0.635637,0.667895,0.93647,0.649885,0.539878,0.559384,0.699151,0.540164,0.381909,0.62478,0.490286,0.468941,0.487152,0.49072,0.724372,0.691777,0.59051,0.582236,0.589837,0.478563,0.498353,0.481928,0.549708,0.399483,0.477296,0.613109,0.628661,0.584269,0.557454,0.678958,0.521168,0.460279,0.649925,0.570973,0.667242,0.519294,0.44999,0.424905,0.509324,0.435813,0.592666,0.676091,0.619886,0.586928,0.41197,0.35238
96,409,0.561127,0.508141,0.424446,0.436202,0.528858,0.646895,0.551611,0.642036,0.92273,0.698332,0.527164,0.522677,0.696331,0.492064,0.446888,0.598241,0.478379,0.485967,0.391475,0.482265,0.681734,0.690272,0.604285,0.539281,0.543795,0.49502,0.417271,0.45151,0.519039,0.416709,0.462245,0.540415,0.650962,0.576945,0.555633,0.654613,0.50389,0.424165,0.566107,0.5644,0.680561,0.470356,0.453138,0.437441,0.531289,0.465858,0.582479,0.700081,0.645863,0.54677,0.359702,0.333796
